‌ অ্যান্ডেজ ‌	অ্যান্ডেজ
একটি খালি ট্রাকের	খালি
খালি ট্রাকের সংঘর্ষ	ট্রাক
ট্রাকের সংঘর্ষ হয়।	সংঘর্ষ
সংঘর্ষ হয়। এ	হয়।
হয়। এ সময়	এ
এ সময় ট্রেনের	সময়
সময় ট্রেনের ঝুলন্ত	ট্রেন
ট্রেনের ঝুলন্ত দুই	ঝুলন্ত
ঝুলন্ত দুই যাত্রী	দুই
দুই যাত্রী ঘটনাস্থলে	যাত্রী
যাত্রী ঘটনাস্থলে নিহত	ঘটনাস্থল
ঘটনাস্থলে নিহত হন।	নিহত
নিহত হন। আরেক	হন।
হন। আরেক আহত	আরেক
আরেক আহত যাত্রী	আহত
আহত যাত্রী জাহাঙ্গীর	যাত্রী
যাত্রী জাহাঙ্গীর আলম	জাহাঙ্গীর
জাহাঙ্গীর আলম শ্রীপুর	আলম
আলম শ্রীপুর উপজেলা	শ্রীপুর
শ্রীপুর উপজেলা স্বাস্থ্য	উপজেলা
উপজেলা স্বাস্থ্য কমপ্লেক্সে	স্বাস্থ্য
স্বাস্থ্য কমপ্লেক্সে নেওয়ার	কমপ্লেক্স
কমপ্লেক্সে নেওয়ার পথে	নেওয়া
নেওয়ার পথে মারা	পথ
পথে মারা যান।	মারা
মারা যান।‌	যান।
‌সিরাজগঞ্জে টহলরত	সিরাজগঞ্জ
সিরাজগঞ্জে টহলরত পুলিশের	টহলরত
টহলরত পুলিশের পিকআপে	পুলিশ
পুলিশের পিকআপে ট্রাকের	পিকআপ
পিকআপে ট্রাকের ধাক্কায়	ট্রাক
ট্রাকের ধাক্কায় একজন	ধাক্কা
ধাক্কায় একজন কনস্টেবল	এক
একজন কনস্টেবল নিহত	কনস্টেবল
কনস্টেবল নিহত হয়েছেন।	নিহত
নিহত হয়েছেন। আহত	হয়।
হয়েছেন। আহত হয়েছেন	আহত
আহত হয়েছেন চারজন।	হয়
হয়েছেন চারজন। গতকাল	চার।
চারজন। গতকাল বুধবার	গত।
গতকাল বুধবার দিবাগত	বুধবার
বুধবার দিবাগত রাত	দিবাগত
দিবাগত রাত সাড়ে	রাত
রাত সাড়ে তিনটার	সাড়ে
সাড়ে তিনটার দিকে	তিন
তিনটার দিকে কামারখন্দ	দিকে
দিকে কামারখন্দ উপজেলার	কামারখন্দ
কামারখন্দ উপজেলার নলকা	উপজেলা
উপজেলার নলকা এলাকায়	নলকা
নলকা এলাকায় বঙ্গবন্ধু	এলাকা
এলাকায় বঙ্গবন্ধু সেতু	বঙ্গবন্ধু
বঙ্গবন্ধু সেতু পশ্চিমপাড়	সেতু
সেতু পশ্চিমপাড় সংযোগ	পশ্চিমপাড়
পশ্চিমপাড় সংযোগ সড়কে	সংযোগ
সংযোগ সড়কে (ঢাকা-বগুড়া	সড়ক
সড়কে (ঢাকা-বগুড়া মহাসড়ক)	(ঢাকা-বগুড়া
(ঢাকা-বগুড়া মহাসড়ক) এ	মহাসড়ক)
মহাসড়ক) এ দুর্ঘটনা	এ
এ দুর্ঘটনা ঘটে।	দুর্ঘটনা
দুর্ঘটনা ঘটে। নিহত	ঘটে।
ঘটে। নিহত পুলিশ	নিহত
নিহত পুলিশ কনস্টেবলের	পুলিশ
পুলিশ কনস্টেবলের নাম	কনস্টেবল
কনস্টেবলের নাম মোস্তাফিজুর	নাম
নাম মোস্তাফিজুর রহমান	মোস্তাফিজুর
মোস্তাফিজুর রহমান (২৮)।	রহমান
রহমান (২৮)। তিনি	(২৮)
(২৮)। তিনি সিরাজগঞ্জ	তিনি
তিনি সিরাজগঞ্জ পুলিশ	সিরাজগঞ্জ
সিরাজগঞ্জ পুলিশ লাইনসে	পুলিশ
পুলিশ লাইনসে কর্মরত	লাইন
লাইনসে কর্মরত ছিলেন।	কর্মরত
কর্মরত ছিলেন। বাড়ি	ছিল।
ছিলেন। বাড়ি বগুডার	বাড়ি 
বাড়ি বগুডার সারিয়াকান্দি	বগুডা
বগুডার সারিয়াকান্দি উপজেলায়।	সারিয়াকান্দি
সারিয়াকান্দি উপজেলায়। আহত	উপজেলা
উপজেলায়। আহত ব্যক্তিরা	আহত
আহত ব্যক্তিরা হলেন	ব্যক্তি
ব্যক্তিরা হলেন পুলিশের	হল
হলেন পুলিশের সহকারী	পুলিশ
পুলিশের সহকারী উপপরিদর্শক	সহকারী
সহকারী উপপরিদর্শক রাজু	উপপরিদর্শক
উপপরিদর্শক রাজু মিয়া,	রাজু
রাজু মিয়া, কনস্টেবল	মিয়া,
মিয়া, কনস্টেবল শহিদুল	কনস্টেবল
